       color1       color2       pixelRatio      Response
       40.00        48.00         833.00         1.00
       40.00        48.00         833.00         1.00
       20.00        32.00         625.00         2.00
       20.00        32.00         625.00         2.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        13.00        1538.00         2.00
       20.00        13.00        1538.00         2.00
       20.00        13.00        1538.00         2.00
       40.00        29.00        1379.00         1.00
       40.00        29.00        1379.00         1.00
       40.00        32.00        1250.00         1.00
       40.00        32.00        1250.00         1.00
       40.00        32.00        1250.00         1.00
       40.00        57.00         701.00         1.00
       40.00        57.00         701.00         1.00
       59.00        71.00         830.00         1.00
       59.00        71.00         830.00         1.00
       59.00        71.00         830.00         1.00
       59.00        71.00         830.00         1.00
       59.00        71.00         830.00         1.00
       59.00        77.00         766.00         1.00
       59.00        77.00         766.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       19.00        26.00         730.00         1.00
       19.00        26.00         730.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       40.00        39.00        1025.00         1.00
       40.00        39.00        1025.00         1.00
       55.00        51.00        1078.00         1.00
       55.00        51.00        1078.00         1.00
       55.00        51.00        1078.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       59.00        57.00        1035.00         1.00
       59.00        57.00        1035.00         1.00
       59.00        57.00        1035.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       40.00        57.00         701.00         1.00
       40.00        57.00         701.00         1.00
       40.00        57.00         701.00         1.00
       40.00        48.00         833.00         1.00
       40.00        48.00         833.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       20.00        29.00         689.00         1.00
       20.00        29.00         689.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       40.00        29.00        1379.00         1.00
       40.00        29.00        1379.00         1.00
       40.00        29.00        1379.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       40.00        57.00         701.00         1.00
       40.00        57.00         701.00         1.00
       40.00        57.00         701.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       40.00        51.00         784.00         1.00
       40.00        51.00         784.00         1.00
       37.00        43.00         860.00         1.00
       37.00        43.00         860.00         1.00
       20.00        26.00         769.00         1.00
       20.00        26.00         769.00         1.00
       20.00        26.00         769.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        26.00         769.00         1.00
       20.00        26.00         769.00         1.00
       20.00        29.00         689.00         1.00
       20.00        29.00         689.00         1.00
       20.00        26.00         769.00         1.00
       20.00        26.00         769.00         1.00
       20.00        26.00         769.00         1.00
       20.00        39.00         512.00         2.00
       20.00        39.00         512.00         2.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        13.00        1538.00         2.00
       20.00        13.00        1538.00         2.00
       20.00        13.00        1538.00         2.00
       40.00        39.00        1025.00         1.00
       40.00        39.00        1025.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       40.00        57.00         701.00         1.00
       40.00        57.00         701.00         1.00
       40.00        57.00         701.00         1.00
       40.00        57.00         701.00         1.00
       40.00        57.00         701.00         1.00
       40.00        57.00         701.00         1.00
       40.00        57.00         701.00         1.00
       40.00        57.00         701.00         1.00
       40.00        57.00         701.00         1.00
       40.00        48.00         833.00         1.00
       40.00        48.00         833.00         1.00
       40.00        48.00         833.00         1.00
       20.00        32.00         625.00         2.00
       20.00        32.00         625.00         2.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        13.00        1538.00         2.00
       20.00        13.00        1538.00         2.00
       20.00        13.00        1538.00         2.00
       40.00        29.00        1379.00         1.00
       40.00        29.00        1379.00         1.00
       40.00        32.00        1250.00         1.00
       40.00        32.00        1250.00         1.00
       40.00        32.00        1250.00         1.00
       40.00        57.00         701.00         1.00
       40.00        57.00         701.00         1.00
       59.00        71.00         830.00         1.00
       59.00        71.00         830.00         1.00
       59.00        71.00         830.00         1.00
       59.00        71.00         830.00         1.00
       59.00        71.00         830.00         1.00
       59.00        77.00         766.00         1.00
       59.00        77.00         766.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       19.00        26.00         730.00         1.00
       19.00        26.00         730.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       40.00        39.00        1025.00         1.00
       40.00        39.00        1025.00         1.00
       55.00        51.00        1078.00         1.00
       55.00        51.00        1078.00         1.00
       55.00        51.00        1078.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       59.00        57.00        1035.00         1.00
       59.00        57.00        1035.00         1.00
       59.00        57.00        1035.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       40.00        57.00         701.00         1.00
       40.00        57.00         701.00         1.00
       40.00        57.00         701.00         1.00
       40.00        48.00         833.00         1.00
       40.00        48.00         833.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       20.00        29.00         689.00         1.00
       20.00        29.00         689.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       40.00        29.00        1379.00         1.00
       40.00        29.00        1379.00         1.00
       40.00        29.00        1379.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       40.00        57.00         701.00         1.00
       40.00        57.00         701.00         1.00
       40.00        57.00         701.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       40.00        51.00         784.00         1.00
       40.00        51.00         784.00         1.00
       37.00        43.00         860.00         1.00
       37.00        43.00         860.00         1.00
       20.00        26.00         769.00         1.00
       20.00        26.00         769.00         1.00
       20.00        26.00         769.00         1.00
       19.00        13.00        1461.00         2.00
       19.00        13.00        1461.00         2.00
       19.00        13.00        1461.00         2.00
       20.00        13.00        1538.00         2.00
       20.00        13.00        1538.00         2.00
       19.00         1.00       19000.00         2.00
       19.00         1.00       19000.00         2.00
       19.00         1.00       19000.00         2.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        24.00         833.00         1.00
       20.00        24.00         833.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        29.00         689.00         1.00
       20.00        29.00         689.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       37.00        29.00        1275.00         1.00
       37.00        29.00        1275.00         1.00
       37.00        29.00        1275.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       37.00        24.00        1541.00         2.00
       37.00        24.00        1541.00         2.00
       37.00        24.00        1541.00         2.00
       19.00        13.00        1461.00         2.00
       19.00        13.00        1461.00         2.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       55.00        51.00        1078.00         1.00
       55.00        51.00        1078.00         1.00
       55.00        51.00        1078.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        57.00         964.00         1.00
       55.00        57.00         964.00         1.00
       55.00        57.00         964.00         1.00
       55.00        57.00         964.00         1.00
       55.00        57.00         964.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       40.00        51.00         784.00         1.00
       40.00        51.00         784.00         1.00
       40.00        51.00         784.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       37.00        35.00        1057.00         1.00
       37.00        35.00        1057.00         1.00
       37.00        35.00        1057.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       20.00        15.00        1333.00         1.00
       40.00        35.00        1142.00         1.00
       40.00        35.00        1142.00         1.00
       55.00        51.00        1078.00         1.00
       55.00        51.00        1078.00         1.00
       55.00        51.00        1078.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       73.00        71.00        1028.00         1.00
       73.00        71.00        1028.00         1.00
       73.00        71.00        1028.00         1.00
       59.00        71.00         830.00         1.00
       59.00        71.00         830.00         1.00
       73.00        77.00         948.00         1.00
       73.00        77.00         948.00         1.00
       55.00        70.00         785.00         1.00
       55.00        70.00         785.00         1.00
       55.00        70.00         785.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       19.00        26.00         730.00         1.00
       19.00        26.00         730.00         1.00
       20.00        13.00        1538.00         2.00
       20.00        13.00        1538.00         2.00
       20.00        13.00        1538.00         2.00
       40.00        39.00        1025.00         1.00
       40.00        39.00        1025.00         1.00
       55.00        47.00        1170.00         1.00
       55.00        47.00        1170.00         1.00
       55.00        47.00        1170.00         1.00
       59.00        58.00        1017.00         1.00
       59.00        58.00        1017.00         1.00
       55.00        43.00        1279.00         1.00
       55.00        43.00        1279.00         1.00
       59.00        57.00        1035.00         1.00
       59.00        57.00        1035.00         1.00
       59.00        57.00        1035.00         1.00
       59.00        70.00         842.00         1.00
       59.00        70.00         842.00         1.00
       55.00        57.00         964.00         1.00
       55.00        57.00         964.00         1.00
       55.00        57.00         964.00         1.00
       40.00        47.00         851.00         1.00
       40.00        47.00         851.00         1.00
       37.00        43.00         860.00         1.00
       37.00        43.00         860.00         1.00
       37.00        43.00         860.00         1.00
       20.00        29.00         689.00         1.00
       20.00        29.00         689.00         1.00
       20.00        13.00        1538.00         2.00
       20.00        13.00        1538.00         2.00
       37.00        29.00        1275.00         1.00
       37.00        29.00        1275.00         1.00
       37.00        29.00        1275.00         1.00
       40.00        39.00        1025.00         1.00
       40.00        39.00        1025.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        70.00         842.00         1.00
       59.00        70.00         842.00         1.00
       59.00        70.00         842.00         1.00
       55.00        57.00         964.00         1.00
       55.00        57.00         964.00         1.00
       37.00        43.00         860.00         1.00
       37.00        43.00         860.00         1.00
       20.00        26.00         769.00         1.00
       20.00        26.00         769.00         1.00
       20.00        26.00         769.00         1.00
       19.00        24.00         791.00         1.00
       19.00        24.00         791.00         1.00
       20.00        24.00         833.00         1.00
       20.00        24.00         833.00         1.00
       20.00        24.00         833.00         1.00
       34.00        26.00        1307.00         1.00
       34.00        26.00        1307.00         1.00
       20.00        26.00         769.00         1.00
       20.00        26.00         769.00         1.00
       20.00        26.00         769.00         1.00
       20.00        24.00         833.00         1.00
       20.00        24.00         833.00         1.00
       20.00        24.00         833.00         1.00
       34.00        26.00        1307.00         1.00
       34.00        26.00        1307.00         1.00
       20.00        26.00         769.00         1.00
       20.00        26.00         769.00         1.00
       20.00        26.00         769.00         1.00
       34.00        29.00        1172.00         1.00
       34.00        29.00        1172.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       37.00        35.00        1057.00         1.00
       37.00        35.00        1057.00         1.00
       37.00        35.00        1057.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       37.00        24.00        1541.00         2.00
       37.00        24.00        1541.00         2.00
       37.00        24.00        1541.00         2.00
       19.00        13.00        1461.00         2.00
       19.00        13.00        1461.00         2.00
       34.00        26.00        1307.00         1.00
       34.00        26.00        1307.00         1.00
       34.00        26.00        1307.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       40.00        51.00         784.00         1.00
       40.00        51.00         784.00         1.00
       40.00        51.00         784.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       37.00        35.00        1057.00         1.00
       37.00        35.00        1057.00         1.00
       37.00        35.00        1057.00         1.00
       34.00        24.00        1416.00         1.00
       34.00        24.00        1416.00         1.00
       34.00        24.00        1416.00         1.00
       40.00        35.00        1142.00         1.00
       40.00        35.00        1142.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       68.00        70.00         971.00         1.00
       68.00        70.00         971.00         1.00
       73.00        71.00        1028.00         1.00
       73.00        71.00        1028.00         1.00
       73.00        71.00        1028.00         1.00
       59.00        70.00         842.00         1.00
       59.00        70.00         842.00         1.00
       73.00        77.00         948.00         1.00
       73.00        77.00         948.00         1.00
       55.00        70.00         785.00         1.00
       55.00        70.00         785.00         1.00
       55.00        70.00         785.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       37.00        43.00         860.00         1.00
       37.00        43.00         860.00         1.00
       37.00        43.00         860.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       19.00        26.00         730.00         1.00
       19.00        26.00         730.00         1.00
       20.00        13.00        1538.00         2.00
       20.00        13.00        1538.00         2.00
       20.00        13.00        1538.00         2.00
       40.00        39.00        1025.00         1.00
       40.00        39.00        1025.00         1.00
       55.00        47.00        1170.00         1.00
       55.00        47.00        1170.00         1.00
       55.00        47.00        1170.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        43.00        1279.00         1.00
       55.00        43.00        1279.00         1.00
       55.00        57.00         964.00         1.00
       55.00        57.00         964.00         1.00
       55.00        57.00         964.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       37.00        43.00         860.00         1.00
       37.00        43.00         860.00         1.00
       37.00        43.00         860.00         1.00
       34.00        35.00         971.00         1.00
       34.00        35.00         971.00         1.00
       19.00        13.00        1461.00         2.00
       19.00        13.00        1461.00         2.00
       37.00        26.00        1423.00         1.00
       37.00        26.00        1423.00         1.00
       37.00        26.00        1423.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       55.00        39.00        1410.00         1.00
       55.00        39.00        1410.00         1.00
       55.00        39.00        1410.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        58.00        1017.00         1.00
       59.00        58.00        1017.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        57.00         964.00         1.00
       55.00        57.00         964.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       19.00        15.00        1266.00         1.00
       19.00        15.00        1266.00         1.00
       19.00        15.00        1266.00         1.00
       19.00        24.00         791.00         1.00
       19.00        24.00         791.00         1.00
       20.00        24.00         833.00         1.00
       20.00        24.00         833.00         1.00
       20.00        24.00         833.00         1.00
       34.00        26.00        1307.00         1.00
       34.00        26.00        1307.00         1.00
       20.00        26.00         769.00         1.00
       20.00        26.00         769.00         1.00
       20.00        26.00         769.00         1.00
       20.00        24.00         833.00         1.00
       20.00        24.00         833.00         1.00
       20.00        24.00         833.00         1.00
       34.00        26.00        1307.00         1.00
       34.00        26.00        1307.00         1.00
       20.00        26.00         769.00         1.00
       20.00        26.00         769.00         1.00
       20.00        26.00         769.00         1.00
       34.00        29.00        1172.00         1.00
       34.00        29.00        1172.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       37.00        35.00        1057.00         1.00
       37.00        35.00        1057.00         1.00
       37.00        35.00        1057.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       37.00        24.00        1541.00         2.00
       37.00        24.00        1541.00         2.00
       37.00        24.00        1541.00         2.00
       19.00        13.00        1461.00         2.00
       19.00        13.00        1461.00         2.00
       34.00        26.00        1307.00         1.00
       34.00        26.00        1307.00         1.00
       34.00        26.00        1307.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       40.00        51.00         784.00         1.00
       40.00        51.00         784.00         1.00
       40.00        51.00         784.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       37.00        35.00        1057.00         1.00
       37.00        35.00        1057.00         1.00
       37.00        35.00        1057.00         1.00
       34.00        24.00        1416.00         1.00
       34.00        24.00        1416.00         1.00
       34.00        24.00        1416.00         1.00
       40.00        35.00        1142.00         1.00
       40.00        35.00        1142.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       68.00        70.00         971.00         1.00
       68.00        70.00         971.00         1.00
       73.00        71.00        1028.00         1.00
       73.00        71.00        1028.00         1.00
       73.00        71.00        1028.00         1.00
       59.00        70.00         842.00         1.00
       59.00        70.00         842.00         1.00
       73.00        77.00         948.00         1.00
       73.00        77.00         948.00         1.00
       55.00        70.00         785.00         1.00
       55.00        70.00         785.00         1.00
       55.00        70.00         785.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       37.00        43.00         860.00         1.00
       37.00        43.00         860.00         1.00
       37.00        43.00         860.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       19.00        26.00         730.00         1.00
       19.00        26.00         730.00         1.00
       20.00        13.00        1538.00         2.00
       20.00        13.00        1538.00         2.00
       20.00        13.00        1538.00         2.00
       40.00        39.00        1025.00         1.00
       40.00        39.00        1025.00         1.00
       55.00        47.00        1170.00         1.00
       55.00        47.00        1170.00         1.00
       55.00        47.00        1170.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        43.00        1279.00         1.00
       55.00        43.00        1279.00         1.00
       55.00        57.00         964.00         1.00
       55.00        57.00         964.00         1.00
       55.00        57.00         964.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       40.00        43.00         930.00         1.00
       40.00        43.00         930.00         1.00
       37.00        43.00         860.00         1.00
       37.00        43.00         860.00         1.00
       37.00        43.00         860.00         1.00
       34.00        35.00         971.00         1.00
       34.00        35.00         971.00         1.00
       19.00        13.00        1461.00         2.00
       19.00        13.00        1461.00         2.00
       37.00        26.00        1423.00         1.00
       37.00        26.00        1423.00         1.00
       37.00        26.00        1423.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       55.00        39.00        1410.00         1.00
       55.00        39.00        1410.00         1.00
       55.00        39.00        1410.00         1.00
       59.00        64.00         921.00         1.00
       59.00        64.00         921.00         1.00
       59.00        58.00        1017.00         1.00
       59.00        58.00        1017.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        57.00         964.00         1.00
       55.00        57.00         964.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       19.00        15.00        1266.00         1.00
       19.00        15.00        1266.00         1.00
       19.00        15.00        1266.00         1.00
       20.00        24.00         833.00         1.00
       20.00        24.00         833.00         1.00
       34.00        26.00        1307.00         1.00
       34.00        26.00        1307.00         1.00
       34.00        26.00        1307.00         1.00
       34.00        26.00        1307.00         1.00
       34.00        26.00        1307.00         1.00
       34.00        34.00        1000.00         1.00
       34.00        34.00        1000.00         1.00
       20.00        34.00         588.00         2.00
       20.00        34.00         588.00         2.00
       20.00        34.00         588.00         2.00
       19.00        34.00         558.00         2.00
       19.00        34.00         558.00         2.00
       19.00        24.00         791.00         1.00
       19.00        24.00         791.00         1.00
       20.00        24.00         833.00         1.00
       20.00        24.00         833.00         1.00
       20.00        24.00         833.00         1.00
       37.00        26.00        1423.00         1.00
       37.00        26.00        1423.00         1.00
       34.00        26.00        1307.00         1.00
       34.00        26.00        1307.00         1.00
       34.00        26.00        1307.00         1.00
       37.00        47.00         787.00         1.00
       37.00        47.00         787.00         1.00
       37.00        58.00         637.00         2.00
       37.00        58.00         637.00         2.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       37.00        26.00        1423.00         1.00
       37.00        26.00        1423.00         1.00
       37.00        26.00        1423.00         1.00
       19.00        23.00         826.00         1.00
       19.00        23.00         826.00         1.00
       34.00        26.00        1307.00         1.00
       34.00        26.00        1307.00         1.00
       34.00        26.00        1307.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       55.00        67.00         820.00         1.00
       55.00        67.00         820.00         1.00
       55.00        67.00         820.00         1.00
       59.00        67.00         880.00         1.00
       59.00        67.00         880.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        67.00         820.00         1.00
       55.00        67.00         820.00         1.00
       40.00        56.00         714.00         1.00
       40.00        56.00         714.00         1.00
       40.00        56.00         714.00         1.00
       37.00        47.00         787.00         1.00
       37.00        47.00         787.00         1.00
       37.00        35.00        1057.00         1.00
       37.00        35.00        1057.00         1.00
       37.00        35.00        1057.00         1.00
       34.00        24.00        1416.00         1.00
       34.00        24.00        1416.00         1.00
       34.00        24.00        1416.00         1.00
       37.00        35.00        1057.00         1.00
       37.00        35.00        1057.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       68.00        70.00         971.00         1.00
       68.00        70.00         971.00         1.00
       73.00        70.00        1042.00         1.00
       73.00        70.00        1042.00         1.00
       73.00        70.00        1042.00         1.00
       59.00        67.00         880.00         1.00
       59.00        67.00         880.00         1.00
       73.00        77.00         948.00         1.00
       73.00        77.00         948.00         1.00
       55.00        70.00         785.00         1.00
       55.00        70.00         785.00         1.00
       55.00        70.00         785.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       37.00        56.00         660.00         1.00
       37.00        56.00         660.00         1.00
       19.00        24.00         791.00         1.00
       19.00        24.00         791.00         1.00
       20.00        13.00        1538.00         2.00
       20.00        13.00        1538.00         2.00
       20.00        13.00        1538.00         2.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       55.00        47.00        1170.00         1.00
       55.00        47.00        1170.00         1.00
       55.00        47.00        1170.00         1.00
       55.00        56.00         982.00         1.00
       55.00        56.00         982.00         1.00
       55.00        47.00        1170.00         1.00
       55.00        47.00        1170.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       37.00        47.00         787.00         1.00
       37.00        47.00         787.00         1.00
       37.00        47.00         787.00         1.00
       34.00        35.00         971.00         1.00
       34.00        35.00         971.00         1.00
       19.00        13.00        1461.00         2.00
       19.00        13.00        1461.00         2.00
       37.00        26.00        1423.00         1.00
       37.00        26.00        1423.00         1.00
       37.00        26.00        1423.00         1.00
       37.00        35.00        1057.00         1.00
       37.00        35.00        1057.00         1.00
       37.00        35.00        1057.00         1.00
       37.00        35.00        1057.00         1.00
       37.00        35.00        1057.00         1.00
       55.00        47.00        1170.00         1.00
       55.00        47.00        1170.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        64.00         859.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        58.00         948.00         1.00
       55.00        51.00        1078.00         1.00
       55.00        51.00        1078.00         1.00
       37.00        39.00         948.00         1.00
       37.00        39.00         948.00         1.00
       19.00        12.00        1583.00         2.00
       19.00        12.00        1583.00         2.00
       19.00        12.00        1583.00         2.00
       20.00        24.00         833.00         1.00
       20.00        24.00         833.00         1.00
       34.00        26.00        1307.00         1.00
       34.00        26.00        1307.00         1.00
       34.00        26.00        1307.00         1.00
       34.00        26.00        1307.00         1.00
